tomorrow,Tomorrow,The day after today; in the future,आने वाला कल,कल; भविष्य में,उद्या,आजचा दिवस; भविष्यात,,,,,,,,,,,,,Same
tone,Tone,"The quality of a person's voice, or the general attitude of a piece of writing or conversation",सुर,"किसी व्यक्ति की आवाज की गुणवत्ता, या लेखन या बातचीत के एक टुकड़े का सामान्य दृष्टिकोण",टोन,एखाद्या व्यक्तीच्या आवाजाची गुणवत्ता किंवा लेखन किंवा संभाषणाच्या तुकड्यांची सामान्य वृत्ती,,,,,,,,,,,,,Same
tongue,Tongue,"The movable muscle in the mouth used for speaking, tasting, and swallowing",जीभ,"मुंह में चल मांसपेशी बोलने, चखने और निगलने के लिए इस्तेमाल की जाती है",जीभ,"तोंडात जंगम स्नायू बोलणे, चाखणे आणि गिळण्यासाठी वापरली जाते",,,,,,,,,,,,,Same
tonight,Tonight,The night of this present day,आज रात,इस वर्तमान दिन की रात,आज रात्री,या आजच्या दिवसाची रात्र,,,,,,,,,,,,,Same
too,Too,In addition; also; excessively,बहुत,इसके साथ ही; भी; अधिकता से,खूप,याव्यतिरिक्त; तसेच; जास्त प्रमाणात,,,,,,,,,,,,,Same
tool,Tool,A device or implement used to carry out a particular function,औजार,एक डिवाइस या कार्यान्वयन किसी विशेष फ़ंक्शन को करने के लिए उपयोग किया जाता है,साधन,एखादे डिव्हाइस किंवा अंमलबजावणी एखादे विशिष्ट कार्य करण्यासाठी वापरले जाते,,,,,,,,,,,,,Same
tooth,Tooth,"A hard, bony structure in the mouth used for biting and chewing food",दाँत,"भोजन को काटने और चबाने के लिए उपयोग किए जाने वाले मुंह में एक कठिन, बोनी संरचना",दात,"तोंडात एक कठोर, हाडांची रचना चावण्यासाठी आणि च्युइंग फूडसाठी वापरली जाते",,,,,,,,,,,,,Same
top,Top,The highest point or part of something; a piece of clothing worn on the upper body,ऊपर,उच्चतम बिंदु या किसी चीज़ का हिस्सा; ऊपरी शरीर पर पहने जाने वाले कपड़ों का एक टुकड़ा,शीर्ष,सर्वोच्च बिंदू किंवा एखाद्या गोष्टीचा भाग; वरच्या शरीरावर परिधान केलेल्या कपड्यांचा तुकडा,,,,,,,,,,,,,Same
topic,Topic,"The subject matter of a piece of writing, discussion, or conversation",विषय,"लेखन, चर्चा या बातचीत के एक टुकड़े का विषय",विषय,"लेखन, चर्चा किंवा संभाषणाच्या तुकड्याचा विषय",,,,,,,,,,,,,Same
total,Total,The whole amount of something; complete; absolute,कुल,कुछ की पूरी राशि; पूरा; शुद्ध,एकूण,एखाद्या गोष्टीची संपूर्ण रक्कम; पूर्ण; परिपूर्ण,,,,,,,,,,,,,Same
totally,Totally,Completely; entirely,पूरी तरह से,पूरी तरह; पूरी तरह से,पूर्णपणे,पूर्णपणे; संपूर्णपणे,,,,,,,,,,,,,Same
touch,Touch,"To come into contact with something, or to handle or feel something with the fingers",छूना,"किसी चीज़ के संपर्क में आने के लिए, या उंगलियों के साथ कुछ संभालने या महसूस करने के लिए",स्पर्श,एखाद्या गोष्टीच्या संपर्कात येणे किंवा बोटांनी काहीतरी हाताळणे किंवा जाणवणे,,,,,,,,,,,,,Same
tough,Tough,Strong and resilient; difficult to cut or chew; difficult to deal with or overcome,कठिन,मजबूत और लचीला; काटने या चबाने में मुश्किल; से निपटने या पार करना मुश्किल है,कठीण,मजबूत आणि लवचिक; कट करणे किंवा चर्वण करणे कठीण; सामोरे जाणे किंवा मात करणे कठीण,,,,,,,,,,,,,Same
tour,Tour,A journey for pleasure in which several different places are visited,यात्रा,खुशी के लिए एक यात्रा जिसमें कई अलग -अलग स्थानों का दौरा किया जाता है,टूर,आनंदासाठी एक प्रवास ज्यामध्ये अनेक वेगवेगळ्या ठिकाणी भेट दिली जाते,,,,,,,,,,,,,Same
tourism,Tourism,The commercial organization and operation of vacations and visits to places of interest,पर्यटन,वाणिज्यिक संगठन और छुट्टियों और रुचि के स्थानों के लिए यात्राओं का संचालन,पर्यटन,व्यावसायिक संस्था आणि सुट्ट्या आणि आवडीच्या ठिकाणी भेट,,,,,,,,,,,,,Same
tourist,Tourist,A person who is traveling or visiting a place for pleasure,पर्यटक,एक व्यक्ति जो यात्रा के लिए यात्रा कर रहा है या किसी जगह पर जा रहा है,पर्यटक,एखादी व्यक्ती जो प्रवास करीत आहे किंवा एखाद्या आनंदासाठी एखाद्या ठिकाणी भेट देत आहे,,,,,,,,,,,,,Same
towards,Towards,In the direction of; with regard to; in relation to,की ओर,कम है; के संबंध में; के संदर्भ में,च्या दिशेने,च्या दिशेने; च्याशी संबंधित; संबंधात,,,,,,,,,,,,,Same
towel,Towel,A piece of absorbent fabric used for drying or wiping the body or a surface,तौलिया,शरीर या सतह को सुखाने या पोंछने के लिए उपयोग किया जाने वाला शोषक कपड़े का एक टुकड़ा,टॉवेल,शरीर कोरडे किंवा पुसण्यासाठी वापरल्या जाणार्‍या शोषक फॅब्रिकचा एक तुकडा,,,,,,,,,,,,,Same
tower,Tower,"A tall, narrow building or structure that usually stands alone",मीनार,"एक लंबा, संकीर्ण इमारत या संरचना जो आमतौर पर अकेले खड़ी होती है",टॉवर,"एक उंच, अरुंद इमारत किंवा रचना जी सामान्यत: एकटे असते",,,,,,,,,,,,,Same
town,Town,"A densely populated area, usually smaller than a city",कस्बा,"एक घनी आबादी वाला क्षेत्र, आमतौर पर एक शहर से छोटा है",शहर,"दाट लोकवस्तीचे क्षेत्र, सामान्यत: शहरापेक्षा लहान",,,,,,,,,,,,,Same
toy,Toy,An object for a child to play with,खिलौने,एक बच्चे के साथ खेलने के लिए एक वस्तु,खेळणी,मुलासह खेळण्यासाठी एक वस्तू,,,,,,,,,,,,,Same
track,Track,"A rough path or road, or a series of marks left on the ground by someone or something",रास्ता,"एक मोटा रास्ता या सड़क, या किसी या किसी चीज द्वारा जमीन पर छोड़े गए निशानों की एक श्रृंखला",ट्रॅक,"एक खडबडीत मार्ग किंवा रस्ता, किंवा एखाद्याने किंवा कशाने तरी जमिनीवर सोडलेल्या चिन्हांची मालिका",,,,,,,,,,,,,Same
trade,Trade,"The exchange of goods and services, or a particular job or profession",व्यापार,"माल और सेवाओं का आदान -प्रदान, या एक विशेष नौकरी या पेशे",व्यापार,वस्तू आणि सेवांची देवाणघेवाण किंवा विशिष्ट नोकरी किंवा व्यवसाय,,,,,,,,,,,,,Same
tradition,Tradition,A custom or belief that has been passed down within a society or culture over time,परंपरा,एक रिवाज या विश्वास जो समय के साथ एक समाज या संस्कृति के भीतर पारित किया गया है,परंपरा,वेळोवेळी समाज किंवा संस्कृतीत खाली गेलेला एक सानुकूल किंवा विश्वास,,,,,,,,,,,,,Same
traditional,Traditional,Relating to the customs or beliefs of a particular society or culture,परंपरागत,किसी विशेष समाज या संस्कृति के रीति -रिवाजों या विश्वासों से संबंधित,पारंपारिक,एखाद्या विशिष्ट समाज किंवा संस्कृतीच्या चालीरिती किंवा विश्वासाशी संबंधित,,,,,,,,,,,,,Same
traffic,Traffic,The movement of vehicles or people on a road or public highway,ट्रैफ़िक,सड़क या सार्वजनिक राजमार्ग पर वाहनों या लोगों की आवाजाही,रहदारी,रस्त्यावर किंवा सार्वजनिक महामार्गावरील वाहने किंवा लोकांची हालचाल,,,,,,,,,,,,,Same
train,Train,"A series of connected vehicles traveling on tracks, or to teach or prepare someone for a particular skill or job",रेलगाड़ी,"पटरियों पर यात्रा करने वाले कनेक्टेड वाहनों की एक श्रृंखला, या किसी विशेष कौशल या नौकरी के लिए किसी को सिखाने या तैयार करने के लिए",ट्रेन,ट्रॅकवर प्रवास करणार्‍या कनेक्ट केलेल्या वाहनांची मालिका किंवा एखाद्या विशिष्ट कौशल्यासाठी किंवा नोकरीसाठी एखाद्याला शिकवणे किंवा तयार करणे,,,,,,,,,,,,,Same
trainer,Trainer,"A person who trains or teaches others, especially in sports or fitness",ट्रेनर,"एक व्यक्ति जो दूसरों को प्रशिक्षित या सिखाता है, विशेष रूप से खेल या फिटनेस में",ट्रेनर,"एखादी व्यक्ती जी इतरांना प्रशिक्षण देते किंवा शिकवते, विशेषत: क्रीडा किंवा तंदुरुस्तीमध्ये",,,,,,,,,,,,,Same
training,Training,The process of teaching or learning a particular skill or job,प्रशिक्षण,किसी विशेष कौशल या नौकरी को पढ़ाने या सीखने की प्रक्रिया,प्रशिक्षण,विशिष्ट कौशल्य किंवा नोकरी शिकवण्याची किंवा शिकण्याची प्रक्रिया,,,,,,,,,,,,,Same
transfer,Transfer,"To move from one place to another, or to convey or hand over something to someone else",स्थानांतरण,"एक स्थान से दूसरे स्थान पर जाने के लिए, या किसी और को किसी और को सौंपने या सौंपने के लिए",हस्तांतरण,एका ठिकाणाहून दुसर्‍या ठिकाणी जाणे किंवा दुसर्‍याकडे काहीतरी देणे किंवा देणे,,,,,,,,,,,,,Same
transform,Transform,"To change in form or appearance, or to change the nature or character of something",परिवर्तन,"रूप या उपस्थिति में बदलने के लिए, या किसी चीज़ की प्रकृति या चरित्र को बदलने के लिए",परिवर्तन,स्वरूपात किंवा देखावा बदलण्यासाठी किंवा एखाद्या गोष्टीचे स्वरूप किंवा वर्ण बदलण्यासाठी,,,,,,,,,,,,,Same
transition,Transition,The process or a period of changing from one state or condition to another,संक्रमण,प्रक्रिया या एक राज्य या स्थिति से दूसरे में बदलने की अवधि,संक्रमण,प्रक्रिया किंवा एका राज्यातून किंवा स्थितीतून दुसर्‍याकडे बदलण्याचा कालावधी,,,,,,,,,,,,,Same
translate,Translate,To convert written or spoken language from one language to another,अनुवाद,लिखित या बोली जाने वाली भाषा को एक भाषा से दूसरी भाषा में बदलने के लिए,भाषांतर,लिखित किंवा बोलल्या जाणार्‍या भाषा एका भाषेतून दुसर्‍या भाषेत रूपांतरित करणे,,,,,,,,,,,,,Same
translation,Translation,The act or process of translating written or spoken language from one language to another,अनुवाद,लिखित या बोली जाने वाली भाषा को एक भाषा से दूसरी भाषा में अनुवाद करने का कार्य या प्रक्रिया,अनुवाद,एका भाषेतून दुसर्‍या भाषेत लिखित किंवा बोलल्या जाणार्‍या भाषेचे भाषांतर करण्याची कृती किंवा प्रक्रिया,,,,,,,,,,,,,Same
transport,Transport,"To carry or move something from one place to another, or the system of vehicles used for this purpose",परिवहन,"किसी चीज को एक स्थान से दूसरे स्थान पर ले जाने या स्थानांतरित करने के लिए, या इस उद्देश्य के लिए उपयोग किए जाने वाले वाहनों की प्रणाली",वाहतूक,एका ठिकाणाहून दुसर्‍या ठिकाणी किंवा या उद्देशाने वापरल्या जाणार्‍या वाहनांची प्रणाली वाहून नेणे किंवा हलविणे,,,,,,,,,,,,,Same
travel,Travel,"To go from one place to another, especially over a long distance",यात्रा,"एक जगह से दूसरी जगह जाने के लिए, विशेष रूप से लंबी दूरी पर",प्रवास,"एका ठिकाणाहून दुसर्‍या ठिकाणी जाण्यासाठी, विशेषत: लांब पल्ल्यात",,,,,,,,,,,,,Same
traveller,Traveller,A person who is traveling or visiting a place for pleasure or business,यात्री,एक व्यक्ति जो खुशी या व्यवसाय के लिए किसी जगह की यात्रा या यात्रा कर रहा है,प्रवासी,एखादी व्यक्ती जो आनंद किंवा व्यवसायासाठी एखाद्या जागेवर प्रवास करीत आहे किंवा भेट देत आहे,,,,,,,,,,,,,Same
treat,Treat,"To behave towards someone in a particular way, or to give medical care or attention to someone",इलाज,"किसी विशेष तरीके से किसी की ओर व्यवहार करने के लिए, या किसी को चिकित्सा देखभाल या ध्यान देने के लिए",उपचार,एखाद्याकडे एखाद्या विशिष्ट मार्गाने वागणे किंवा एखाद्यास वैद्यकीय सेवा देणे किंवा लक्ष देणे,,,,,,,,,,,,,Same
treatment,Treatment,"Medical care given to a patient for an illness or injury, or a particular way of behaving towards someone",इलाज,"किसी बीमारी या चोट के लिए एक मरीज को दी गई चिकित्सा देखभाल, या किसी के प्रति व्यवहार करने का एक विशेष तरीका",उपचार,एखाद्या आजाराने किंवा दुखापतीसाठी किंवा एखाद्याशी वागण्याचा विशिष्ट मार्ग म्हणून एखाद्या रुग्णाला वैद्यकीय सेवा दिली जाते,,,,,,,,,,,,,Same
tree,Tree,"A tall, perennial plant with a single stem or trunk, supporting branches and leaves",पेड़,"एक एकल स्टेम या ट्रंक के साथ एक लंबा, बारहमासी पौधा, शाखाओं और पत्तियों का समर्थन करता है",झाड,"एकच स्टेम किंवा ट्रंक असलेली एक उंच, बारमाही वनस्पती, समर्थन देणारी शाखा आणि पाने",,,,,,,,,,,,,Same
trend,Trend,A general direction in which something is developing or changing,रुझान,एक सामान्य दिशा जिसमें कुछ विकसित हो रहा है या बदल रहा है,ट्रेंड,एक सामान्य दिशा ज्यामध्ये काहीतरी विकसित होत आहे किंवा बदलत आहे,,,,,,,,,,,,,Same
trial,Trial,"A legal process in which a case is examined and a verdict is reached, or a test of the performance, qualities, or suitability of someone or something",परीक्षण,"एक कानूनी प्रक्रिया जिसमें किसी मामले की जांच की जाती है और एक फैसला होता है, या किसी या किसी चीज की प्रदर्शन, गुण, या उपयुक्तता का परीक्षण किया जाता है",चाचणी,"कायदेशीर प्रक्रिया ज्यामध्ये एखाद्या प्रकरणाची तपासणी केली जाते आणि निकाल गाठला जातो किंवा एखाद्याच्या कामगिरीची, गुणांची किंवा एखाद्या गोष्टीची चाचणी घेतली जाते",,,,,,,,,,,,,Same
trick,Trick,A clever or deceptive act intended to achieve a specific goal,चाल,एक विशिष्ट लक्ष्य प्राप्त करने के लिए एक चतुर या भ्रामक कार्य का उद्देश्य,युक्ती,विशिष्ट ध्येय साध्य करण्याच्या उद्देशाने एक हुशार किंवा भ्रामक कृत्य,,,,,,,,,,,,,Same
trip,Trip,"A journey or excursion, usually for pleasure or vacation",यात्रा,"एक यात्रा या भ्रमण, आमतौर पर खुशी या छुट्टी के लिए",सहल,"एक प्रवास किंवा प्रवास, सहसा आनंद किंवा सुट्टीसाठी",,,,,,,,,,,,,Same
tropical,Tropical,"Relating to or characteristic of the tropics, typically warm and humid with abundant vegetation",उष्णकटिबंधीय,"उष्णकटिबंधीय से संबंधित या विशेषता, आमतौर पर प्रचुर मात्रा में वनस्पति के साथ गर्म और आर्द्र",उष्णकटिबंधीय,"उष्णकटिबंधीय किंवा वैशिष्ट्यपूर्णतेशी संबंधित, सामान्यत: उबदार आणि विपुल वनस्पतीसह दमट",,,,,,,,,,,,,Same
trouble,Trouble,"Problems or difficulties, or the act of causing problems or difficulties",मुश्किल,"समस्याओं या कठिनाइयों, या समस्याओं या कठिनाइयों का कारण बनने का कार्य",समस्या,"समस्या किंवा अडचणी, किंवा समस्या किंवा अडचणी निर्माण करण्याच्या कृतीत",,,,,,,,,,,,,Same
trousers,Trousers,"An article of clothing that covers the body from the waist to the ankles, with separate parts for each leg",पैजामा,"कपड़ों का एक लेख जो शरीर को कमर से टखनों तक कवर करता है, प्रत्येक पैर के लिए अलग -अलग भागों के साथ",पायघोळ,प्रत्येक पायासाठी स्वतंत्र भाग असलेल्या कपड्यांचा एक लेख जो कंबरेपासून घोट्यापर्यंत कव्हर करतो,,,,,,,,,,,,,Same
truck,Truck,"A large motor vehicle used for transporting goods, typically with a cargo area at the rear",ट्रक,"माल परिवहन के लिए उपयोग किया जाने वाला एक बड़ा मोटर वाहन, आमतौर पर पीछे की तरफ एक कार्गो क्षेत्र के साथ",ट्रक,"वस्तू वाहतुकीसाठी वापरले जाणारे एक मोठे मोटार वाहन, सामान्यत: मागील बाजूस कार्गो क्षेत्रासह",,,,,,,,,,,,,Same
TRUE,TRUE,Accurate or in accordance with fact or reality,सत्य,सटीक या तथ्य या वास्तविकता के अनुसार,खरे,अचूक किंवा वास्तविकतेनुसार किंवा वास्तविकतेनुसार,,,,,,,,,,,,,Same
truly,Truly,In a sincere or genuine manner,सही मायने में,ईमानदार या वास्तविक तरीके से,खरोखर,प्रामाणिक किंवा अस्सल पद्धतीने,,,,,,,,,,,,,Same
trust,Trust,"A firm belief in the reliability, truth, ability, or strength of someone or something",विश्वास,"किसी की या किसी चीज़ की विश्वसनीयता, सत्य, क्षमता या ताकत में दृढ़ विश्वास",विश्वास,"एखाद्याची विश्वासार्हता, सत्य, क्षमता किंवा सामर्थ्य यावर दृढ विश्वास",,,,,,,,,,,,,Same
truth,Truth,The quality or state of being in accordance with fact or reality,सच,तथ्य या वास्तविकता के अनुसार होने की गुणवत्ता या स्थिति,सत्य,वस्तुस्थिती किंवा वास्तविकतेनुसार गुणवत्ता किंवा स्थिती,,,,,,,,,,,,,Same
try,Try,To attempt to do something,कोशिश,कुछ करने का प्रयास करने के लिए,प्रयत्न,काहीतरी करण्याचा प्रयत्न करणे,,,,,,,,,,,,,Same
T-shirt,T-shirt,A type of shirt with short sleeves and no collar,टीशर्ट,छोटी आस्तीन के साथ एक प्रकार की शर्ट और कोई कॉलर नहीं,टी-शर्ट,शॉर्ट स्लीव्ह आणि कॉलर नसलेल्या शर्टचा एक प्रकार,,,,,,,,,,,,,Same
tube,Tube,"A long, hollow cylinder, often made of plastic or metal",नली,"एक लंबा, खोखला सिलेंडर, अक्सर प्लास्टिक या धातु से बना",ट्यूब,"एक लांब, पोकळ सिलेंडर, बर्‍याचदा प्लास्टिक किंवा धातूचा बनलेला",,,,,,,,,,,,,Same
Tuesday,Tuesday,The day of the week following Monday and preceding Wednesday,मंगलवार,सोमवार के बाद सप्ताह का दिन और बुधवार से पहले,मंगळवार,सोमवार नंतरच्या आठवड्याचा दिवस आणि बुधवारी,,,,,,,,,,,,,Same
tune,Tune,A melody or sequence of notes that is pleasing to the ear,तराना,एक राग या नोटों का अनुक्रम जो कान को प्रसन्न करता है,ट्यून,कानात आनंदित असलेल्या नोटांचा एक मधुर किंवा अनुक्रम,,,,,,,,,,,,,Same
tunnel,Tunnel,A passage underground or through a hill or mountain,सुरंग,भूमिगत या एक पहाड़ी या पहाड़ के माध्यम से एक मार्ग,बोगदा,भूमिगत किंवा डोंगर किंवा डोंगरावरुन रस्ता,,,,,,,,,,,,,Same
turn,Turn,To change direction or orientation,मोड़,दिशा या अभिविन्यास बदलने के लिए,वळण,दिशा किंवा अभिमुखता बदलण्यासाठी,,,,,,,,,,,,,Same
TV,TV,A device used for receiving television broadcasts,टीवी,टेलीविजन प्रसारण प्राप्त करने के लिए उपयोग किया जाने वाला एक उपकरण,टीव्ही,टेलिव्हिजन प्रसारण प्राप्त करण्यासाठी वापरलेले डिव्हाइस,,,,,,,,,,,,,Same
twelve,Twelve,The number that is one more than eleven and one less than thirteen,बारह,वह संख्या जो ग्यारह से अधिक है और एक तेरह से कम है,बारा,अकरा पेक्षा अधिक आणि तेरापेक्षा कमी एक संख्या आहे,,,,,,,,,,,,,Different
twenty,Twenty,The number that is two more than eighteen and ten more than ten,बीस,वह संख्या जो अठारह से अधिक है और दस से दस से अधिक है,वीस,अठराहून अधिक आणि दहा पेक्षा जास्त संख्या ही संख्या दहापेक्षा जास्त आहे,,,,,,,,,,,,,Different
twice,Twice,Two times or on two occasions,दो बार,दो बार या दो मौकों पर,दोनदा,दोन वेळा किंवा दोन प्रसंगी,,,,,,,,,,,,,Same
twin,Twin,One of two children born to the same mother at the same time,जुड़वां,एक ही समय में एक ही माँ से पैदा हुए दो बच्चों में से एक,जुळ्या,एकाच वेळी एकाच आईला जन्मलेल्या दोन मुलांपैकी एक,,,,,,,,,,,,,Same
two number,Two,The number that is one more than one and one less than three,दो,वह संख्या जो एक से अधिक है और तीन से कम है,दोन,एकापेक्षा अधिक आणि तीनपेक्षा कमी संख्या आहे,,,,,,,,,,,,,Different
type,Type,A category or class of people or things,प्रकार,लोगों या चीजों की एक श्रेणी या वर्ग,प्रकार,एक श्रेणी किंवा लोकांचा वर्ग किंवा गोष्टी,,,,,,,,,,,,,Same
typical,Typical,Having the distinctive qualities or characteristics of a particular type of person or thing,ठेठ,किसी विशेष प्रकार के व्यक्ति या चीज़ के विशिष्ट गुण या विशेषताओं का होना,ठराविक,एखाद्या विशिष्ट प्रकारच्या व्यक्तीची किंवा वस्तूचे विशिष्ट गुण किंवा वैशिष्ट्ये आहेत,,,,,,,,,,,,,Same
typically,Typically,In a way that is characteristic of a particular type of person or thing,आम तौर पर,एक तरह से जो किसी विशेष प्रकार के व्यक्ति या चीज की विशेषता है,सामान्यत:,अशा प्रकारे एखाद्या विशिष्ट प्रकारच्या व्यक्तीचे किंवा वस्तूचे वैशिष्ट्य आहे,,,,,,,,,,,,,Same
tyre,Tyre,"A rubber covering, typically inflated with air, placed around a wheel to provide traction and support",थका देना,"एक रबर कवर, आमतौर पर हवा के साथ फुलाया जाता है, कर्षण और समर्थन प्रदान करने के लिए एक पहिया के चारों ओर रखा गया है",टायर,"एक रबर कव्हरिंग, सामान्यत: हवेने फुगलेला, कर्षण आणि समर्थन प्रदान करण्यासाठी चाकभोवती ठेवलेला",,,,,,,,,,,,,Same
ugly,Ugly,Unpleasant or unattractive in appearance,कुरूप,उपस्थिति में अप्रिय या अनाकर्षक,कुरुप,देखावा अप्रिय किंवा अप्रिय,,,,,,,,,,,,,Same
ultimately,Ultimately,"Finally, in the end, or as a final result",अंत में,"अंत में, अंत में, या अंतिम परिणाम के रूप में",शेवटी,"शेवटी, शेवटी किंवा अंतिम निकाल म्हणून",,,,,,,,,,,,,Same
umbrella,Umbrella,"A device used for protection from rain or sun, consisting of a collapsible canopy on a supporting frame",छाता,"बारिश या सूरज से सुरक्षा के लिए उपयोग किया जाने वाला एक उपकरण, जिसमें एक सहायक फ्रेम पर एक पतले चंदवा शामिल है",छत्री,"पाऊस किंवा सूर्यापासून संरक्षणासाठी वापरलेले एक डिव्हाइस, सहाय्यक फ्रेमवर कोसळण्यायोग्य छत असलेले",,,,,,,,,,,,,Same
unable,Unable,Not able to do something,अक्षम,कुछ करने में सक्षम नहीं,अक्षम,काहीतरी करण्यास सक्षम नाही,,,,,,,,,,,,,Same
uncle,Uncle,The brother of one's parent,चाचा,किसी के माता -पिता का भाई,काका,#VALUE!,,,,,,,,,,,,,Same
uncomfortable,Uncomfortable,Causing discomfort or unease,असुविधाजनक,असुविधा या बेचैनी का कारण बनता है,अस्वस्थ,अस्वस्थता किंवा अस्वस्थतेमुळे,,,,,,,,,,,,,Same
unconscious,Unconscious,Not conscious or aware,अचेत,सचेत या जागरूक नहीं,बेशुद्ध,जागरूक किंवा जागरूक नाही,,,,,,,,,,,,,Same
under,Under,In a position below or beneath something else,अंतर्गत,नीचे या किसी और चीज के नीचे की स्थिति में,खाली,खाली किंवा खाली असलेल्या स्थितीत,,,,,,,,,,,,,Same
underground,Underground,Beneath the surface of the earth,भूमिगत,पृथ्वी की सतह के नीचे,भूमिगत,पृथ्वीच्या पृष्ठभागाच्या खाली,,,,,,,,,,,,,Same
understand,Understand,To comprehend or grasp the meaning of something,समझना,किसी चीज़ के अर्थ को समझने या समझना,समजून घ्या,एखाद्या गोष्टीचा अर्थ समजून घेणे किंवा समजणे,,,,,,,,,,,,,Same
understanding,Understanding,Knowledge or comprehension of a particular subject or situation,समझ,किसी विशेष विषय या स्थिति का ज्ञान या समझ,समजूतदारपणा,एखाद्या विशिष्ट विषयाचे किंवा परिस्थितीचे ज्ञान किंवा आकलन,,,,,,,,,,,,,Same
underwear,Underwear,"Clothing worn beneath outer clothes, typically next to the skin",अंडरवियर,"बाहरी कपड़ों के नीचे पहने हुए कपड़े, आमतौर पर त्वचा के बगल में",मुख्य कपड्याखाली घालायचे आतील कपडे,"बाह्य कपड्यांच्या खाली घातलेले कपडे, सामान्यत: त्वचेच्या पुढे",,,,,,,,,,,,,Same
unemployed,Unemployed,Without a job or work,बेरोज़गार,नौकरी या काम के बिना,बेरोजगार,नोकरी किंवा कामाशिवाय,,,,,,,,,,,,,Same
unemployment,Unemployment,The state of being without a job or work,बेरोजगारी,नौकरी या काम के बिना होने की स्थिति,बेरोजगारी,नोकरी किंवा कामाशिवाय असण्याची स्थिती,,,,,,,,,,,,,Same
unexpected,Unexpected,Not expected or anticipated,अप्रत्याशित,अपेक्षित या प्रत्याशित नहीं,अनपेक्षित,अपेक्षित किंवा अपेक्षित नाही,,,,,,,,,,,,,Same
unfair,Unfair,Not just or equitable,अनुचित,सिर्फ या न्यायसंगत नहीं,अन्याय,फक्त किंवा न्याय्य नाही,,,,,,,,,,,,,Same
unfortunately,Unfortunately,"Regrettably, sadly, or unluckily",दुर्भाग्य से,"अफसोस, दुख की बात है, या अशुभ",दुर्दैवाने,"दुर्दैवाने, दुर्दैवाने किंवा दुर्दैवाने",,,,,,,,,,,,,Same
unhappy,Unhappy,Not happy or satisfied,अप्रसन्न,खुश या संतुष्ट नहीं,नाखूष,आनंदी किंवा समाधानी नाही,,,,,,,,,,,,,Same
uniform,Uniform,A distinctive set of clothing worn by members of a particular group or organization,वर्दी,किसी विशेष समूह या संगठन के सदस्यों द्वारा पहने जाने वाले कपड़ों का एक विशिष्ट सेट,एकसमान,एखाद्या विशिष्ट गटाच्या किंवा संस्थेच्या सदस्यांनी परिधान केलेल्या कपड्यांचा एक विशिष्ट संच,,,,,,,,,,,,,Same
union,Union,An association or organization of workers formed to protect their rights and interests,मिलन,अपने अधिकारों और हितों की रक्षा के लिए गठित श्रमिकों का एक संघ या संगठन,युनियन,त्यांचे हक्क आणि हितसंबंधांचे संरक्षण करण्यासाठी कामगारांची एक संघटना किंवा संस्था,,,,,,,,,,,,,Same
unique,Unique,Being the only one of its kind,अद्वितीय,अपनी तरह का केवल एक होने के नाते,अद्वितीय,त्याच्या प्रकारातील एकमेव आहे,,,,,,,,,,,,,Same
unit,Unit,"A single thing or person, or a group of things or persons regarded as a single entity",इकाई,"एक एकल चीज़ या व्यक्ति, या चीजों या व्यक्तियों का एक समूह एक एकल इकाई के रूप में माना जाता है",युनिट,"एकल गोष्ट किंवा व्यक्ती, किंवा गोष्टींचा समूह किंवा एकल अस्तित्व म्हणून ओळखल्या जाणार्‍या व्यक्ती",,,,,,,,,,,,,Same
united,United,Joined together or brought together into a single entity,यूनाइटेड,एक साथ जुड़ गए या एक ही इकाई में एक साथ लाया गया,युनायटेड,#VALUE!,,,,,,,,,,,,,Same
universe,universe,all existing matter and space as a whole,ब्रह्मांड,समग्र रूप से सभी मौजूदा मामले और स्थान,विश्व,सर्व विद्यमान प्रकरण आणि संपूर्ण जागा,,,,,,,,,,,,,Same
university,university,an institution of higher education and research,विश्वविद्यालय,उच्च शिक्षा और अनुसंधान की एक संस्था,विद्यापीठ,उच्च शिक्षण आणि संशोधन संस्था,,,,,,,,,,,,,Same
unknown,unknown,not known or familiar,अज्ञात,ज्ञात या परिचित नहीं,अज्ञात,ज्ञात किंवा परिचित नाही,,,,,,,,,,,,,Same
unless,unless,except if,जब तक,सिवाय अगर,जोपर्यंत,वगळता वगळता,,,,,,,,,,,,,Same
unlike,unlike,not similar to or like,भिन्न,के समान या पसंद नहीं है,विपरीत,सारखे किंवा सारखे नाही,,,,,,,,,,,,,Same
unlikely,unlikely,not likely to happen or be true,संभावना नहीं,होने या सच होने की संभावना नहीं है,अशक्य,होण्याची शक्यता नाही किंवा सत्य नाही,,,,,,,,,,,,,Same
unnecessary,unnecessary,not needed or required,अनावश्यक,जरूरत या आवश्यकता नहीं है,अनावश्यक,आवश्यक किंवा आवश्यक नाही,,,,,,,,,,,,,Same
unpleasant,unpleasant,not pleasant or enjoyable,अप्रिय,सुखद या सुखद नहीं,अप्रिय,आनंददायी किंवा आनंददायक नाही,,,,,,,,,,,,,Same
until,until,up to the point in time or event mentioned,जब तक,समय या घटना में उल्लेखित बिंदु तक,पर्यंत,वेळ किंवा इव्हेंटचा उल्लेख केला,,,,,,,,,,,,,Same
unusual,unusual,not habitually or commonly occurring or done,असामान्य,आदतन या आमतौर पर होने या नहीं किया जाता है,असामान्य,सवयीने किंवा सामान्यत: उद्भवत नाही किंवा केले नाही,,,,,,,,,,,,,Same
